topic_id,word,accent,mean_cn,freq,word_length,source_table,options,tag_id,word_level_id
19557,being,/ˈbiːɪŋ/,n. 存在；生物；生命；身心；  adj. 现在的，目前的；  v. 存在，处于；是,3.0,5,dict_a_b,"[9231, 5464, 5389]",0,564
6475,parachute,/ˈpærəʃuːt/,n. 降落伞；  v. 跳伞,7.0,9,dict_p_r,"[8200, 17259, 815]",0,564
1618,intensify,/ɪnˈtensɪfaɪ/,v. 增强；加剧,9.0,9,dict_g_k,"[2528, 1520, 4023]",0,564
422251,override,/ˌoʊvərˈraɪd/,v. 推翻；无视；凌驾；超驰控制(使自动控制暂时失效而改用手动控制)；[计算机]覆盖；  n. 给代理人的佣金；超驰控制装置；推翻,7.0,8,dict_l_o,"[6571, 10149, 5995]",0,564
6210,assure,/əˈʃʊr/,vt. 向……保证，使确信；确保,8.0,6,dict_a_b,"[8600, 467022, 11479]",0,564
6262,intensive,/ɪnˈtensɪv/,adj. 加强的；强调的；密集的；集约的；  n. 加强器；【语】强义词，强调成份,8.0,9,dict_g_k,"[17230, 72, 9925]",0,564
6555,overhaul,"/ˈoʊvərˌhɔl/, /ˌoʊvərˈhɔl/",n. 大修；全面检查；彻底革新（读作/ˈoʊvərˌhɔl/）；  vt. 解体检修，大修；彻底革新（读作/ˌoʊvərˈhɔl/）,9.0,8,dict_l_o,"[2241, 2293, 5077]",0,564
400238,cognition,/kɑːɡˈnɪʃn/,n. 认知；认识；认识力,9.0,9,dict_c,"[6459, 5511, 6181]",0,564
9172,factual,/ˈfæktʃuəl/,adj. 真实的；事实的,9.0,7,dict_d_f,"[13121, 425552, 10281]",0,564
6428,overlap,"/ˈoʊvərˌlæp/, /ˌoʊvərˈlæp/",n. 重叠，重复（读作/ˈoʊvərˌlæp/）；  v. （部分地）重叠（读作/ˌoʊvərˈlæp/）,9.0,7,dict_l_o,"[15711, 14885, 390721]",0,564
436258,ultimately,/ˈʌltɪmətli/,adv. 最终，最后；根本上,7.0,10,dict_t_z,"[8600, 10151, 327354]",0,564
7817,brief,/briːf/,adj. 简洁的，简短的；短暂的；草率的；  n. 摘要；简短声明；诉讼要点；任务简介，指示；  v. 简单汇报；向…通报情况,6.0,5,dict_a_b,"[874, 6404, 6375]",0,564
199,apt,/æpt/,adj. 恰当的；有（做某事的）倾向,8.0,3,dict_a_b,"[4219, 8631, 4293]",0,564
16758,panoramic,/ˌpænəˈræmɪk/,adj. 全景的,10.0,9,dict_p_r,"[5433, 5185, 8372]",0,564
420,cardinal,/ˈkɑːrdɪnl/,adj. 基本的；主要的；  n. 红衣主教；基数,8.0,8,dict_c,"[8307, 5897, 1845]",0,564
10132,trace,/treɪs/,vt. 追踪；追溯；查出；  n. 痕迹；遗迹；踪迹；微量,8.0,5,dict_t_z,"[9008, 2518, 4023]",0,564
9326,solitude,/ˈsɑːlətuːd/,n. 孤独；独处，独居,7.0,8,dict_s,"[1002, 2013, 7843]",0,564
10553,overturn,/ˌoʊvərˈtɜːrn/,v. 打翻；推翻,9.0,8,dict_l_o,"[10875, 3459, 862]",0,564
724,cue,/kjuː/,n. 提示；暗示，信号；球杆；开端；线索；发辫；长队；  vt. 给……提示,8.0,3,dict_c,"[14992, 4200, 17289]",0,564
11419,paralyze,/ˈpærəˌlaɪz/,vt. 使瘫痪；使麻痹；使不能活动,9.0,8,dict_p_r,"[9006, 2733, 7323]",0,564
3893,maintain,/meɪnˈteɪn/,vt. 维护，维修；保持，维持；断言，宣称；供养，赡养,6.0,8,dict_l_o,"[4543, 834, 565]",0,564
6589,regulate,/ˈreɡjuleɪt/,vt. 管理，控制；监管；调节,8.0,8,dict_p_r,"[476, 5206, 5904]",0,564
4741,contrast,"/ˈkɑnˌtræst/, /kənˈtræst/",n. 差异；对照，对比；对比度（读作/ˈkɑnˌtræst/）；  v. 对照，对比（读作/kənˈtræst/）,7.0,8,dict_c,"[443508, 3887, 1810]",0,564
6970,grid,/ɡrɪd/,n. 格子；地图坐标；（电、天然气等的）输送网络；n.网格，方格；网格，方格,8.0,4,dict_g_k,"[470462, 6073, 11415]",0,564
9527,parrot,/ˈpærət/,n. 鹦鹉；盲目重复或模仿他人行为的人；  vt. 学舌，盲目重复或模仿,6.0,6,dict_p_r,"[5184, 393730, 2110]",0,564
5875,ordeal,/ɔːrˈdiːl/,n. 严峻的考验，苦难的经历，折磨,10.0,6,dict_l_o,"[6032, 3921, 4254]",0,564
3901,vital,/ˈvaɪtl/,adj. 必不可少的，至关重要的；有活力的；生死攸关的；生命的；  n. 重要部分，要害,7.0,5,dict_t_z,"[471243, 7118, 5869]",0,564
9291,needle,/ˈniːdl/,n. 针；针状物；指针；缝衣针；注射针；针叶，松针；  v. 刺激；缝纫；嘲弄,5.0,6,dict_l_o,"[9637, 5561, 1887]",0,564
5668,identity,/aɪˈdentəti/,n. 身份；特性；一致；认同,6.0,8,dict_g_k,"[6580, 4149, 4591]",0,564
468,chronicle,/ˈkrɑːnɪkl/,n. 编年史，年代记，记录；  v. 记录，把……载入编年史,9.0,9,dict_c,"[5870, 8007, 7106]",0,564
18004,pass,/pæs/,n. 许可证；传球；飞机或人造卫星等的一次掠过；  v. 给，传递；经过，度过；通过；通过，批准；（时间）流逝；（数量上）超过，突破,2.0,4,dict_p_r,"[1676, 4210, 478770]",0,564
2420,speculate,/ˈspekjuleɪt/,v. 投机，做投机买卖；推测，猜测；思索，沉思,8.0,9,dict_s,"[19568, 19539, 3952]",0,564
534,compatible,/kəmˈpætəbl/,adj. 合得来的；和谐共存的；兼容的,9.0,10,dict_c,"[5734, 4429, 9786]",0,564
5767,manufacture,/ˌmænjuˈfæktʃər/,vt. 生产，制造；编造，捏造；  v. 制造；  n. （大量商品的）制造，生产；制造业；（复数）产品,7.0,11,dict_l_o,"[9021, 1438, 17153]",0,564
6946,press,/pres/,v. 按，压；逼迫；敦促；揿；服役；征用；  n. 出版社；新闻界；压力；强迫；服役；（报刊、广播、电视的）新闻报道；印刷；印刷机,4.0,5,dict_p_r,"[17289, 6048, 7860]",0,564
6160,native,/ˈneɪtɪv/,adj. 本地的；土著的；与生俱来的；本国的；出生地的；母语的；当地土产的；  n. 本地人；土著；当地动植物,5.0,6,dict_l_o,"[7101, 5388, 109]",0,564
4340,correlate,"/ˈkɔrəˌleit/, /ˈkɔrəlɪt/",v. （使）相关联（读作/ˈkɔrəˌleit/）；  n. 相关物（读作/ˈkɔrəlɪt/）,9.0,9,dict_c,"[4798, 10105, 12118]",0,564
266054,arouse,/əˈraʊz/,vt. 唤起,6.0,6,dict_a_b,"[19275, 402764, 17796]",0,564
8357,olive,/ˈɑːlɪv/,n. 橄榄；橄榄树；橄榄色；  adj. 橄榄色的,7.0,5,dict_l_o,"[9222, 7172, 939]",0,564
4552,parasite,/ˈpærəsaɪt/,n. 寄生虫；靠他人为生的人,8.0,8,dict_p_r,"[18149, 8291, 9872]",0,564
16170,delicacy,/ˈdelɪkəsi/,n. 精致；柔弱；佳肴；优雅；谨慎,8.0,8,dict_d_f,"[4591, 301, 16483]",0,564
4341,exert,/ɪɡˈzɜːrt/,vt. 尽（力），运用，发挥；  v. 施加,8.0,5,dict_d_f,"[8900, 4523, 7310]",0,564
4401,weird,/wɪrd/,adj. 奇异的，不寻常的；古怪的，诡异的,8.0,5,dict_t_z,"[8981, 104, 391539]",0,564
5136,federal,/ˈfedərəl/,adj. 联邦制的；联邦政府的；联合的，联盟的；  n. 联邦制的拥护者,6.0,7,dict_d_f,"[18344, 226, 3897]",0,564
11411,partisan,/ˈpɑːrtəzn/,adj. 党派的；效忠的；偏袒的；盲目推崇的；  n. 党羽；虔诚信徒；游击队,10.0,8,dict_p_r,"[5860, 17737, 8553]",0,564
3845,sort,/sɔːrt/,v. 把……分类，整理，挑选；修理；使明确；交往，协调；  n. 种类；某一种人；分类；排序；特征；方法,4.0,4,dict_s,"[4798, 4074, 6570]",0,564
16023,military,/ˈmɪləteri/,n. 军队；武装力量；  adj. 军事的；军队的,5.0,8,dict_l_o,"[2012, 228, 5881]",0,564
4268,patrol,/pəˈtroʊl/,n. 巡逻兵；巡逻；  v. 巡逻；巡查，巡游,8.0,6,dict_p_r,"[17334, 16683, 5225]",0,564
473736,integration,/ˌɪntɪˈɡreɪʃn/,n. 融合，整合；综合；同化,8.0,11,dict_g_k,"[7323, 3905, 2554]",0,564
6532,peel,/piːl/,v. 剥皮，削皮，去壳；  n. 果皮，外皮,8.0,4,dict_p_r,"[5084, 2648, 818]",0,564
6704,engagement,/ɪnˈɡeɪdʒmənt/,n. 交战，战斗；约会，约定；婚约，订婚；参加；参与的行为或状态,7.0,10,dict_d_f,"[390404, 4354, 5472]",0,564
15242,parole,/pəˈroʊl/,n. 特别口令；假释；  v. 有条件释放，假释；使假释出狱；宣誓后释放；  adj. 假释的,10.0,6,dict_p_r,"[5123, 7965, 19775]",0,564
867,diagnosis,/ˌdaɪəɡˈnoʊsɪs/,n. 诊断,8.0,9,dict_d_f,"[4509, 1674, 4948]",0,564
6336,genetic,/dʒəˈnetɪk/,adj. 遗传的；起源的；基因的,8.0,7,dict_g_k,"[4970, 19602, 6497]",0,564
8755,pastry,/ˈpeɪstri/,n. 糕点，点心,8.0,6,dict_p_r,"[10916, 1901, 9102]",0,564
9211,organic,/ɔːrˈɡænɪk/,adj. 有机的；不使用化肥的；有机物的；器官的；  n. 有机物质,7.0,7,dict_l_o,"[5925, 6563, 482]",0,564
1468,illiteracy,/ɪˈlɪtərəsi/,n. 文盲，无知,10.0,10,dict_g_k,"[6416, 14843, 7135]",0,564
9208,prominent,/ˈprɑːmɪnənt/,adj. 突起的，显眼的；突出的，杰出的,8.0,9,dict_p_r,"[15199, 2593, 4077]",0,564
4591,abort,/əˈbɔːrt/,v. 中止；流产,10.0,5,dict_a_b,"[3890, 11463, 851]",0,564
5112,badly,/ˈbædli/,adv. 严重地；差地，不令人满意地；非常；（待人）不友善地,4.0,5,dict_a_b,"[4759, 6570, 5673]",0,564
15734,patronize,/ˈpeɪtrənaɪz/,v. 摆出高人一等的派头对待，屈尊对待；惠顾；赞助，资助,10.0,9,dict_p_r,"[17326, 4550, 7491]",0,564
5026,construct,"/kənˈstrʌkt/, /ˈkɑnˌstrʌkt/",v. 建造；作（图）；构想，构筑，构思（思想、作品、体系等）（读作/kənˈstrʌkt/）；  n. 概念；构筑物；结构体；建造物（读作/ˈkɑnˌstrʌkt/）；构想，构筑，构思,7.0,9,dict_c,"[2568, 469831, 9352]",0,564
5669,enormous,/ɪˈnɔːrməs/,adj. （范围、程度）极大的；巨大的；庞大的,6.0,8,dict_d_f,"[3897, 5369, 9751]",0,564
4799,neat,/niːt/,adj. 整洁的；灵巧的；纯的；未经稀释的；干净利索的 (行动)；极好的，令人愉快的；优雅的；整齐的,7.0,4,dict_l_o,"[1676, 418464, 1040]",0,564
18290,peddle,/ˈpedl/,v. 叫卖，兜售,10.0,6,dict_p_r,"[5351, 8404, 6256]",0,564
5049,emphasis,/ˈemfəsɪs/,n. 强调；重点；重要性；重视,7.0,8,dict_d_f,"[2181, 8679, 4768]",0,564
5852,gender,/ˈdʒendər/,n. 性，性别；【语法】性，某些语言的（名词、代词和形容词）性的区分,9.0,6,dict_g_k,"[19021, 540255, 414409]",0,564
7128,reference,/ˈrefrəns/,n. 参考书；提及；推荐人；参考；引文；推荐信；  vt. 附……以供参考；引用,6.0,9,dict_p_r,"[8397, 467560, 12033]",0,564
18289,passerby,/ˌpæsər ˈbaɪ/,n. 过路人；行人，过路人,10.0,8,dict_p_r,"[5545, 5668, 402764]",0,564
8028,carpet,/ˈkɑːrpɪt/,n. 地毯；  v. 铺以地毯,5.0,6,dict_c,"[143, 1123, 10272]",0,564
4185,expedition,/ˌekspəˈdɪʃn/,n. 远征队，探险队；探险；远征；短途旅行；迅速,7.0,10,dict_d_f,"[14800, 5925, 2311]",0,564
391675,occasionally,/əˈkeɪʒnəli/,adv. 偶尔地,4.0,12,dict_l_o,"[412650, 4522, 2106]",0,564
4059,cater,/ˈkeɪtər/,v. 供应伙食；为（集会、婚礼等）承办酒席；迎合，满足需要,8.0,5,dict_c,"[2280, 11063, 4741]",0,564
2036,partition,/pɑːrˈtɪʃn/,n. 划分；隔开物，隔墙，隔板；  v. 隔开；  vt. 瓜分；分割,9.0,9,dict_p_r,"[163, 2350, 592]",0,564
4639,implement,"/ˈɪmpləmənt/, /ˈɪmpləˌmɛnt/",n. 工具，器具（读作/ˈɪmpləmənt/）；  vt. 实施，执行（读作/ˈɪmpləˌmɛnt/）；使生效；贯彻,8.0,9,dict_g_k,"[3838, 2103, 427642]",0,564
2578,unfold,/ʌnˈfoʊld/,v. 展开，伸展；表露，显露；展示,8.0,6,dict_t_z,"[9020, 9008, 8360]",0,564
8058,feminist,/ˈfemənɪst/,n. 男女平等主义者，女权扩张论者；  adj. 主张男女平等的，女权主义的,10.0,8,dict_d_f,"[17637, 10557, 5729]",0,564
11473,symposium,/sɪmˈpoʊziəm/,n. 专题报告会,9.0,9,dict_s,"[1568, 6824, 6333]",0,564
5156,register,/ˈredʒɪstər/,v. 注册；（仪表等）显示；留意；登记；把…挂号邮寄；  n. 登记表，注册表；现金收纳机；音域,7.0,8,dict_p_r,"[6697, 7954, 4493]",0,564
8070,patriot,/ˈpeɪtriət/,n. 爱国者,9.0,7,dict_p_r,"[4382, 2554, 4385]",0,564
981,ecological,/ˌiːkəˈlɑːdʒɪkl/,adj. 生态的，生态学的,8.0,10,dict_d_f,"[5007, 5807, 4310]",0,564
7954,administrative,/ədˈmɪnɪstreɪtɪv/,adj. 行政的，管理的,8.0,14,dict_a_b,"[6527, 6751, 19904]",0,564
7301,pedal,/ˈpedl/,n. 踏板；  v. 蹬脚踏板；骑自行车；  adj. 脚踏的,8.0,5,dict_p_r,"[1684, 10019, 4456]",0,564
7263,grasp,/ɡræsp/,vt. 抓住，抓紧；领会，理解；抓住；  n. 紧握；理解；把手,6.0,5,dict_g_k,"[5836, 542, 6335]",0,564
8588,instructor,/ɪnˈstrʌktər/,n. 指导者，教员，教练,7.0,10,dict_g_k,"[11034, 2677, 5112]",0,564
471409,eradication,/ɪˌrædɪˈkeɪʃn/,n. 根除；消灭,8.0,11,dict_d_f,"[337, 5506, 7152]",0,564
16413,sail,/seɪl/,vi. 航行；  v. 驾驶 (船)；  n. 航行；篷；帆,4.0,4,dict_s,"[5109, 5894, 8960]",0,564
9254,magnetic,/mæɡˈnetɪk/,adj. 有磁性的；有吸引力的；可磁化的,8.0,8,dict_l_o,"[14885, 6428, 10114]",0,564
8094,figure,/ˈfɪɡjər/,n. 身形；人影，人物；形状；数字；算术；插图；雕像；雕像，塑像；轮廓，人影；  v. 想出；计算出；估计；认为，认定,5.0,6,dict_d_f,"[650, 17962, 596]",0,564
14932,productivity,/ˌprɑːdʌkˈtɪvəti/,n. 效率；生产力；多产,7.0,12,dict_p_r,"[4286, 8376, 5428]",0,564
8244,ruin,/ˈruːɪn/,v. 毁灭，毁坏；（使）破产；（使）堕落；  n. 废墟；毁灭,5.0,4,dict_p_r,"[16317, 6399, 5084]",0,564
5781,oppose,/əˈpoʊz/,v. 反对；反抗；抵制；  vt. 阻挠,7.0,6,dict_l_o,"[1897, 6534, 6045]",0,564
6256,grain,/ɡreɪn/,n. 谷物，谷粒；颗粒；一点儿；纹理；质感；  v. 使成粒状,5.0,5,dict_g_k,"[93, 850, 6475]",0,564
703,credibility,/ˌkredəˈbɪləti/,n. 可靠性，可信性，确实有效性,10.0,11,dict_c,"[7301, 6984, 5081]",0,564
6492,barren,/ˈbærən/,adj. 贫瘠的；不结果实的；不孕的；  n. 荒原，不毛之地,9.0,6,dict_a_b,"[5833, 2106, 443597]",0,564
4533,pathetic,/pəˈθetɪk/,adj. 可怜的；不足的,8.0,8,dict_p_r,"[10408, 2159, 694]",0,564
4805,stroke,/stroʊk/,n. 击打；一击，一次，一举；中风；抚摸；笔画；（游泳）姿势；鸣声；成功的努力；（疯病等的）突然发作；连续的动作；心跳；按压；  v. 拭去；轻抚；心跳；奉承；击打,7.0,6,dict_s,"[653, 8714, 477523]",0,564
9755,radiation,/ˌreɪdiˈeɪʃn/,n. 放射物；辐射；放射线,7.0,9,dict_p_r,"[467332, 2456, 9330]",0,564
8212,mild,/maɪld/,adj. 清淡的；温暖的；轻微的；温和的；和善的；  n. 淡味啤酒,5.0,4,dict_l_o,"[6811, 18004, 4185]",0,564
4251,abnormal,/æbˈnɔːrml/,adj. 反常的；畸形的；不正常的,8.0,8,dict_a_b,"[5418, 18088, 3944]",0,564
16421,opt,/ɑːpt/,vi. 选择,10.0,3,dict_l_o,"[557, 390185, 5206]",0,564
8616,query,/ˈkwɪri/,n. 质问，询问，怀疑；  v. 询问，表示怀疑,10.0,5,dict_p_r,"[1078, 1180, 1286]",0,564
17301,peg,/peɡ/,n. 小钉，栓，挂物钉；晾衣夹；  v. 用钉子钉，用钉（或桩等）固定；限定（价格、工资等）；将…看成，将…归入；确定，敲定,8.0,3,dict_p_r,"[17299, 5984, 2250]",0,564
8291,valid,/ˈvælɪd/,adj. 有效的，正式认可的；合理的，有根据的；正当的；有法律效力的,7.0,5,dict_t_z,"[5438, 4641, 17748]",0,564
648,contributor,/kənˈtrɪbjətər/,n. 贡献者；投稿者；捐助者,10.0,11,dict_c,"[7069, 18344, 4383]",0,564
19775,incorporate,/ɪnˈkɔːrpəreɪt/,v. 包含；使并入,9.0,11,dict_g_k,"[14926, 10761, 1849]",0,564
8558,pioneer,/ˌpaɪəˈnɪr/,n. 先锋，先驱；开拓者；  vt. 开辟，首倡,6.0,7,dict_p_r,"[422251, 5828, 6256]",0,564
3936,wage,/weɪdʒ/,n. 工资，薪水；  vt. 开展，进行（战争、运动）,7.0,4,dict_t_z,"[9647, 6399, 2593]",0,564
5485,loop,/luːp/,n. （用绳打成的）环；环状物，环形；弯曲部分；回路；  vt. 使成环；打成环状；  vi. 形成环，环形地行动,8.0,4,dict_l_o,"[8245, 2566, 5927]",0,564
9174,commentary, /ˈkɑːmənteri/,n. 评述；评论，评论文章；实况报道，解说词,9.0,10,dict_c,"[4222, 418464, 6752]",0,564
16703,initial,/ɪˈnɪʃl/,adj. 字首的；最初的，开始的；第一的；  n. （单词）首字母,7.0,7,dict_g_k,"[6030, 71, 5846]",0,564
5796,rear,/rɪr/,adj. 背面的；  n. 后部；  v. 抚养；举起,8.0,4,dict_p_r,"[3953, 6897, 4192]",0,564
2044,patriotic,/ˌpeɪtriˈɑːtɪk/,adj. 爱国的，有爱国心的，显示爱国精神的,8.0,9,dict_p_r,"[5161, 1171, 8594]",0,564
5758,turnover,/ˈtɜːrnoʊvər/,n. 成交量；营业收入；人员更替率；半圆卷饼,8.0,8,dict_t_z,"[4341, 6959, 10171]",0,564
7857,anxiety,/æŋˈzaɪəti/,n. 焦虑；忧虑；担心；害怕；渴望，热望,6.0,7,dict_a_b,"[5805, 7617, 6431]",0,564
4277,compel,/kəmˈpel/,vt. 强迫；迫使屈服；（使）不得已,8.0,6,dict_c,"[422804, 2388, 9538]",0,564
2507,swamp,/swɑːmp/,n. 沼泽；  v. 淹没，浸没；使困惑，压倒；使疲于应对，使应接不暇,8.0,5,dict_s,"[16349, 478442, 617]",0,564
5512,dean,/diːn/,n. （大学的）学院院长；系主任；资格最老者，泰斗；牧师,9.0,4,dict_d_f,"[5967, 6914, 4000]",0,564
938,distortion,/dɪˈstɔːrʃn/,n. 扭曲，变形；曲解；失真,9.0,10,dict_d_f,"[9510, 455211, 15433]",0,564
6029,patriotism,/ˈpeɪtriətɪzəm/,n. 爱国主义，爱国心，爱国精神,8.0,10,dict_p_r,"[1615, 2430, 544]",0,564
6756,testimony,/ˈtestɪmoʊni/,n. 证据，证词；表明，说明；见证，证明,8.0,9,dict_t_z,"[5356, 10981, 6953]",0,564
5119,frame,/freɪm/,n. 画框；体格；构架；画面；框架；（时间）范围；  v. 制定，拟订；陷害；构想出；使……适合；给……镶框,6.0,5,dict_d_f,"[5453, 4277, 17796]",0,564
7125,relative,/ˈrelətɪv/,n. 亲戚，家人；同类事物；  adj. 相对的；有关系的，（语）关系的；相比较而言的,4.0,8,dict_p_r,"[6029, 9457, 2136]",0,564
8870,perpetuate,/pərˈpetʃueɪt/,adj. 长存的；  vt. 使永久存在，使持续,10.0,10,dict_p_r,"[6871, 6392, 471438]",0,564
4605,sway,/sweɪ/,v. 摇摆，摇曳；动摇（某人）；  n. 摇摆；支配，影响,8.0,4,dict_s,"[1805, 11097, 4456]",0,564
4033,incidence,/ˈɪnsɪdəns/,n. 发生率；入射角度,9.0,9,dict_g_k,"[5292, 8232, 4759]",0,564
8863,navigate,/ˈnævɪɡeɪt/,v. 导航；驾驶，航行；应付，处理（困难复杂的情况）；绕过,9.0,8,dict_l_o,"[214, 2568, 5207]",0,564
10093,patronage,/ˈpætrənɪdʒ/,n. 惠顾；赞助；任免权,8.0,9,dict_p_r,"[8770, 4071, 8947]",0,564
62,adhere,/ədˈhɪr/,v. 遵守；坚持；黏附；附着，粘在……上,9.0,6,dict_a_b,"[6324, 4512, 9113]",0,564
4544,retort,/rɪˈtɔːrt/,v. 反驳；  n. 反驳，反击，回嘴,9.0,6,dict_p_r,"[18051, 5397, 9292]",0,564
5646,phase,/feɪz/,n. （月亮的）变相；盈亏；方面；阶段，时期；（物理）相,7.0,5,dict_p_r,"[9254, 2306, 4637]",0,564
669,correlation,/ˌkɔːrəˈleɪʃn/,n. 相互关系，相关（性）,9.0,11,dict_c,"[18293, 4727, 7243]",0,564
18088,send,/send/,v. 发送；送，寄；派遣，打发，安排去；  adj. [仅用作定语]用于发送的；  n. 波浪的推（进）力,2.0,4,dict_s,"[425273, 4972, 8047]",0,564
10149,permeate,/ˈpɜːrmieɪt/,v. 弥漫；普及；渗透,9.0,8,dict_p_r,"[11215, 403340, 7994]",0,564
10260,breakdown,/ˈbreɪkdaʊn/,n. 故障，损坏；分类，明细；倒塌，崩溃；（关系）破裂；分解,7.0,9,dict_a_b,"[9796, 10242, 5954]",0,564
466934,ail,/eɪl/,v. 折磨；使……生病；苦恼；  n. 小病,8.0,3,dict_a_b,"[10583, 790, 5729]",0,564
15998,chest,/tʃest/,n. 胸膛，胸部；箱子,4.0,5,dict_c,"[5123, 8237, 16525]",0,564
6033,simplify,/ˈsɪmplɪfaɪ/,vt. 简化,7.0,8,dict_s,"[8960, 6527, 15937]",0,564
5428,circumstance,/ˈsɜːrkəmstæns/,n. 情况；条件；客观环境；处境；环境,7.0,12,dict_c,"[16471, 4605, 4344]",0,564
8600,perpetual,/pərˈpetʃuəl/,adj. 永远的，永恒的；不断的,8.0,9,dict_p_r,"[5007, 8307, 7172]",0,564
1299,governor,/ˈɡʌvərnər/,n. 统治者；总督；主管，负责人；限速器；州长；领导者；董事长；（地方）长官 ；省长,6.0,8,dict_g_k,"[5272, 5344, 5448]",0,564
5649,fundamental,/ˌfʌndəˈmentl/,adj. 基本的；至关重要的；基础的；根本的；首要的；  n. 基本原理；基本规律；根本法则,7.0,11,dict_d_f,"[1048, 127, 8665]",0,564
10379,constant,/ˈkɑːnstənt/,adj. 不变的；持续不断的；重复的；始终如一的；经常的；永恒的；  n. 常数，恒量；常量；持久不变，始终如一,6.0,8,dict_c,"[5362, 4716, 5448]",0,564
4191,shepherd,/ˈʃepərd/,n. 牧羊人；  v. 带领,6.0,8,dict_s,"[6205, 11205, 1295]",0,564
7174,peep,/piːp/,n. 窥看，隐约看见；  v. 窥视，偷看,9.0,4,dict_p_r,"[4794, 1026, 9001]",0,564
9086,relation,/rɪˈleɪʃn/,n. 家属，亲属；关系，联系；叙述,5.0,8,dict_p_r,"[6756, 425273, 272]",0,564
10004,vacancy,/ˈveɪkənsi/,n. 空，空白，空房；（职位）空缺；空虚,8.0,7,dict_t_z,"[5657, 6629, 1667]",0,564
7106,alternative,/ɔːlˈtɜːrnətɪv/,n. 可供选择的事物；  adj. 可供选择的；可供替代的；不寻常的，非传统的；另外的,6.0,11,dict_a_b,"[15242, 473736, 5799]",0,564
9136,sue,/suː/,v. 控告，提起诉讼；控告；起诉；请愿；  n. 女子名（Sue）,7.0,3,dict_s,"[6137, 1017, 6018]",0,564
5484,eliminate,/ɪˈlɪmɪneɪt/,vt. 消灭，铲除；消除，根除；（在比赛中）淘汰,8.0,9,dict_d_f,"[5993, 5624, 17667]",0,564
4814,thermal,/ˈθɜːrml/,adj. 保暖的；温泉的；热的；  n. 保暖内衣裤,9.0,7,dict_t_z,"[5871, 5394, 1616]",0,564
476525,permeation,/ˌpɜːrmiˈeɪʃn/,n. 渗透；弥漫；充盈,8.0,10,dict_p_r,"[6328, 14133, 18290]",0,564
6550,nurture,/ˈnɜːrtʃər/,v. 养育，培育；培植；帮助，支持；  n. 养育，培养；教养；营养物,8.0,7,dict_l_o,"[3968, 152, 5009]",0,564
7941,agricultural,/ˌæɡrɪˈkʌltʃərəl/,adj. 农业的；农艺的,5.0,12,dict_a_b,"[4232, 2262, 5301]",0,564
5239,mechanics,/məˈkænɪks/,n. 力学；机械学；技巧,8.0,9,dict_l_o,"[8633, 9001, 8287]",0,564
5157,solid,/ˈsɑːlɪd/,adj. 结实的；连续的；不间断的；坚固的；坚硬的；固体的；可靠的；实心的；立体的；  n. 固体；立方体；  adv. 一致地,5.0,5,dict_s,"[5627, 5634, 11411]",0,564
3939,tension,/ˈtenʃn/,n. （精神上的）紧张，不安；拉紧；张力；电压；焦虑；紧张局面；矛盾，对立；  v. 绷紧,7.0,7,dict_t_z,"[17765, 1586, 6505]",0,564
5296,plateau,/plæˈtoʊ/,n. 高原；（不再有变化或进展的）稳定阶段 ；  vi. 到达平稳阶段,8.0,7,dict_p_r,"[17033, 8489, 9772]",0,564
8387,content,"/ˈkɑːntent/, /kənˈtent/",n. 目录；内容；满足；（书、讲话、节目等的）主题；含量；所含之物，容纳的东西；  adj. 满足的；  v. 使满意（读作/kənˈtent/）,5.0,7,dict_c,"[3666, 5724, 19912]",0,564
1628,internal,/ɪnˈtɜːrnl/,n. 内部器官；  adj. 体内的，内部的；里面的；国内的；内在的；内心的,7.0,8,dict_g_k,"[6129, 2313, 4818]",0,564
6351,narrative,/ˈnærətɪv/,n. 叙述；故事；  adj. 叙述的,8.0,9,dict_l_o,"[15386, 498, 6736]",0,564
1852,midst,/mɪdst/,n. 中部，中间,8.0,5,dict_l_o,"[522, 6348, 434478]",0,564
4070,chaos,/ˈkeɪɑːs/,n. 混沌；混乱，纷乱；杂乱；紊乱,7.0,5,dict_c,"[4356, 4638, 8985]",0,564
3888,whereas,/ˌwerˈæz/,conj. 然而，但是，尽管,8.0,7,dict_t_z,"[6324, 5386, 7068]",0,564
5788,appreciate,/əˈpriːʃieɪt/,v. 欣赏；感谢，感激；领会；重视；增值,6.0,10,dict_a_b,"[79, 4611, 4053]",0,564
5144,initiative,/ɪˈnɪʃətɪv/,n. 主动权，主动性；首创精神；倡议；新方案,7.0,10,dict_g_k,"[5807, 7192, 14937]",0,564
5954,prey,/preɪ/,n. 猎物；牺牲者；  v. 使……苦恼；  vi. 捕食；受……控制,8.0,4,dict_p_r,"[6655, 1930, 4590]",0,564
6508,vaccine,/vækˈsiːn/,n. 疫苗；  adj. 牛痘的；预防疫苗的；种痘的,9.0,7,dict_t_z,"[17302, 3997, 440702]",0,564
5735,ownership,/ˈoʊnərʃɪp/,n. 所有权,7.0,9,dict_l_o,"[1077, 4914, 4030]",0,564
9447,portrayal,/pɔːrˈtreɪəl/,n. 画像，描画，描写,10.0,9,dict_p_r,"[5714, 2758, 7822]",0,564
4540,trait,/treɪt/,n. 特征,9.0,5,dict_t_z,"[1062, 469487, 6629]",0,564
2092,plumber,/ˈplʌmər/,n. 管道工，水管工人,9.0,7,dict_p_r,"[8992, 2044, 16758]",0,564
